timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1675931778202,80,HTTP Request Little 1KB,200,OK,Thread Group 1 - Little 750 1-4,,true,,1285,111,5,5,http://192.168.33.4/1,75,0,30
1675931778190,92,HTTP Request Little 3KB,200,OK,Thread Group 1 - Little 750 1-3,,true,,2309,122,5,5,http://192.168.33.4/P60Yf4SiU0JI,87,0,42
1675931778189,92,HTTP Request Little 3KB,200,OK,Thread Group 1 - Little 750 1-2,,true,,2309,122,5,5,http://192.168.33.4/P60Yf4SiU0JI,87,0,42
1675931778252,30,HTTP Request Little 3KB,200,OK,Thread Group 1 - Little 750 1-5,,true,,2309,122,5,5,http://192.168.33.4/P60Yf4SiU0JI,25,0,1
1675931778189,92,HTTP Request Little 1KB,200,OK,Thread Group 1 - Little 750 1-1,,true,,1285,111,5,5,http://192.168.33.4/1,87,0,42
1675931778303,4,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-6,,true,,2309,122,6,6,http://192.168.33.4/cSE5YWFXH7Ev,4,0,1
1675931778351,3,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-7,,true,,2309,122,7,7,http://192.168.33.4/cSE5YWFXH7Ev,3,0,1
1675931778402,3,HTTP Request Little 3KB,200,OK,Thread Group 1 - Little 750 1-8,,true,,2309,122,8,8,http://192.168.33.4/P60Yf4SiU0JI,3,0,1
1675931778454,4,HTTP Request Little 3KB,200,OK,Thread Group 1 - Little 750 1-9,,true,,2309,122,9,9,http://192.168.33.4/P60Yf4SiU0JI,4,0,1
1675931778458,3,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-1,,true,,2308,122,9,9,http://192.168.33.4/cSE5YWFXH7Ev,3,0,0
1675931778503,2,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-2,,true,,2308,122,10,10,http://192.168.33.4/cSE5YWFXH7Ev,2,0,0
1675931778503,3,HTTP Request Little 3KB,200,OK,Thread Group 1 - Little 750 1-10,,true,,2309,122,10,10,http://192.168.33.4/P60Yf4SiU0JI,3,0,1
1675931778552,3,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-3,,true,,2308,122,11,11,http://192.168.33.4/cSE5YWFXH7Ev,3,0,0
1675931778553,3,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-11,,true,,2309,122,11,11,http://192.168.33.4/cSE5YWFXH7Ev,3,0,1
1675931778602,3,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-4,,true,,2308,122,12,12,http://192.168.33.4/cSE5YWFXH7Ev,3,0,0
1675931778602,4,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-12,,true,,2309,122,12,12,http://192.168.33.4/cSE5YWFXH7Ev,4,0,1
1675931778652,3,HTTP Request Little 2KB,200,OK,Thread Group 1 - Little 750 1-5,,true,,2308,122,13,13,http://192.168.33.4/cSE5YWFXH7Ev,3,0,0
1675931778653,3,HTTP Request Little 3KB,200,OK,Thread Group 1 - Little 750 1-13,,true,,2309,122,13,13,http://192.168.33.4/P60Yf4SiU0JI,3,0,1
